savedIndex,alboumName,songerName,name,songUrl,songMP3Url,imageUrl,url
1163,,,???? ????? ??? ????????,,https://music.egonair.com/Reda%20el%20b7rawy/singles/Reda.Elbahrawi.Ento.Menn.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-9-200x270-1-85x85.jpg,https://aghanyna.net/songs/%d8%b1%d8%b6%d8%a7-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d8%a7%d9%88%d9%8a-%d8%a3%d9%86%d8%aa%d9%88-%d9%85%d9%8a%d9%86/
1164,,,???? ????? ??? ????????,,https://music.egonair.com/Reda%20el%20b7rawy/singles/Reda.Elbahrawi.Bdari.El.Ah.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-9-200x270-1-85x85.jpg,https://aghanyna.net/songs/%d8%b1%d8%b6%d8%a7-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d8%a7%d9%88%d9%8a-%d9%85%d9%88%d8%a7%d9%84-%d8%a8%d8%af%d8%a7%d8%b1%d9%89-%d8%a7%d9%84%d8%a3%d9%87-%d9%88%d9%81%d8%b6%d8%ad%d8%a7%d9%86%d9%89/
1165,,,???? ????? ??? ????????,,https://music.egonair.com/Reda%20el%20b7rawy/singles/Reda.Elbahrawi.Ya.Zamn.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-9-200x270-1-85x85.jpg,https://aghanyna.net/songs/%d8%b1%d8%b6%d8%a7-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d8%a7%d9%88%d9%8a-%d9%8a%d8%a7-%d8%b2%d9%85%d9%86/
1166,,,???? ????? ??? ????????,,https://music.egonair.com/Reda%20el%20b7rawy/singles/Reda.Elbahrawi.Amaya.Yama.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-9-200x270-1-85x85.jpg,https://aghanyna.net/songs/%d8%b1%d8%b6%d8%a7-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d8%a7%d9%88%d9%8a-%d8%a7%d9%85%d8%a7%d9%8a%d8%a7-%d9%8a%d8%a7%d9%85%d8%a7/
1167,,,???? ????? ??? ????????,,https://music.egonair.com/Reda%20el%20b7rawy/singles/Reda.Elbahrawi.Shoft.Ndalh.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-9-200x270-1-85x85.jpg,https://aghanyna.net/songs/%d8%b1%d8%b6%d8%a7-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d8%a7%d9%88%d9%8a-%d8%b4%d9%88%d9%81%d8%aa-%d9%86%d8%af%d8%a7%d9%84%d9%87/
1168,,,???? ????? ??? ????????,,https://music.egonair.com/Reda%20el%20b7rawy/singles/Reda.Elbahrawi.Haded.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-9-200x270-1-85x85.jpg,https://aghanyna.net/songs/%d8%b1%d8%b6%d8%a7-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d8%a7%d9%88%d9%8a-%d8%ad%d8%af%d9%8a%d8%af/
1169,,,,,https://music.egonair.com/2020/May/Oka.Ortega.Gayz.mp3,https://aghanyna.net/wp-content/uploads/2020/05/oka-ortega-85x85.jpg,https://aghanyna.net/songs/%d8%a7%d9%88%d9%83%d8%a7-%d9%88%d8%a7%d9%88%d8%b1%d8%aa%d9%8a%d8%ac%d8%a7-%d9%85%d9%87%d8%b1%d8%ac%d8%a7%d9%86-%d8%ac%d8%a7%d9%8a%d8%b2/
1170,,,,,https://music.egonair.com/2020/May/Reda.El.Bhrawy.Baranc.Men.Youmak.mp3,https://aghanyna.net/wp-content/uploads/2020/05/DA8CD00E-F221-4E2F-9948-7774FD398B79-85x85.jpeg,https://aghanyna.net/songs/%d8%b1%d8%b6%d8%a7-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d8%a7%d9%88%d9%8a-%d8%a8%d8%b1%d9%86%d8%b3-%d9%85%d9%86-%d9%8a%d9%88%d9%85%d9%83-2/
1171,,,,,https://music.egonair.com/hassan%20el-asmar/edala3_ya_7elw/Aghanyna.CoM_allah_yesam7ak_ya_zaman.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-9-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d9%84%d9%84%d9%87-%d9%8a%d8%b3%d8%a7%d9%85%d8%ad%d9%83-%d9%8a%d8%a7-%d8%b2%d9%85%d9%86/
1172,,,,,https://music.egonair.com/hassan%20el-asmar/edala3_ya_7elw/Aghanyna.CoM_ashky_le_meen.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-9-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d8%b4%d9%83%d9%89-%d9%84%d9%85%d9%8a%d9%86/
1173,,,,,https://music.egonair.com/hassan%20el-asmar/edala3_ya_7elw/Aghanyna.CoM_edala3_ya_7elw.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-9-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d8%af%d9%84%d8%b9-%d9%8a%d8%a7-%d8%ad%d9%84%d9%88/
1174,,,,,https://music.egonair.com/hassan%20el-asmar/edala3_ya_7elw/Aghanyna.CoM_kan_nefsy.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-9-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%83%d8%a7%d9%86-%d9%86%d9%81%d8%b3%d9%89/
1175,,,,,https://music.egonair.com/hassan%20el-asmar/edala3_ya_7elw/Aghanyna.CoM_menak_lelah.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-9-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d9%86%d9%83-%d9%84%d9%84%d9%87/
1176,,,,,https://music.egonair.com/hassan%20el-asmar/edala3_ya_7elw/Aghanyna.CoM_ya_albak.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-9-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%8a%d8%a7-%d9%82%d9%84%d8%a8%d9%83%d9%85/
1177,,,,,https://music.egonair.com/hassan%20el-asmar/edala3_ya_7elw/Aghanyna.CoM_ya_naseny_oly.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-9-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%8a%d8%a7-%d9%86%d8%a7%d8%b3%d9%8a%d9%86%d9%89-%d9%82%d9%88%d9%84%d9%89/
1178,,,,,https://music.egonair.com/hassan%20el-asmar/tawahan/Aghanyna.CoM_tawahan.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hassan_al_Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%aa%d9%88%d9%87%d8%a7%d9%86/
1179,,,,,https://music.egonair.com/hassan%20el-asmar/tawahan/Aghanyna.CoM_elsabr_mawal.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hassan_al_Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d9%88%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%a8%d8%b1/
1180,,,,,https://music.egonair.com/hassan%20el-asmar/tawahan/Aghanyna.CoM_b7r_elensanya.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hassan_al_Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a8%d8%ad%d8%b1-%d8%a7%d9%84%d8%a7%d9%86%d8%b3%d8%a7%d9%86%d9%8a%d8%a9/
1181,,,,,https://music.egonair.com/hassan%20el-asmar/tawahan/Aghanyna.CoM_7lal_3lik.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hassan_al_Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%ad%d9%84%d8%a7%d9%84-%d8%b9%d9%84%d9%8a%d9%83/
1182,,,,,https://music.egonair.com/hassan%20el-asmar/tawahan/Aghanyna.CoM_kolo_edl3.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hassan_al_Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%83%d9%84%d9%87-%d9%8a%d8%af%d9%84%d8%b9-%d9%86%d9%81%d8%b3%d9%87/
1183,,,,,https://music.egonair.com/hassan%20el-asmar/tawahan/Aghanyna.CoM_ma7dsh_shaf.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hassan_al_Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d8%ad%d8%af%d8%b4-%d8%b4%d8%a7%d9%81-%d8%ad%d8%a8%d9%8a%d8%a8%d9%8a/
1184,,,,,https://music.egonair.com/hassan%20el-asmar/tawahan/Aghanyna.CoM_tamthelya.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hassan_al_Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%aa%d9%85%d8%ab%d9%84%d9%8a%d9%87/
1185,,,,,https://music.egonair.com/hassan%20el-asmar/senin/Aghanyna.CoM_senin.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-8-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d9%88%d8%a7%d9%84-%d8%b3%d9%86%d9%8a%d9%86/
1186,,,,,https://music.egonair.com/hassan%20el-asmar/senin/Aghanyna.CoM_toba.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-8-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%aa%d9%88%d8%a8%d9%87/
1187,,,,,https://music.egonair.com/hassan%20el-asmar/senin/Aghanyna.CoM_ya_nassiny.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-8-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%8a%d8%a7-%d9%86%d8%a7%d8%b3%d9%8a%d9%86%d9%8a/
1188,,,,,https://music.egonair.com/hassan%20el-asmar/senin/Aghanyna.CoM_samhtohom.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-8-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b3%d8%a7%d9%85%d8%ad%d8%aa%d9%87%d9%85/
1189,,,,,https://music.egonair.com/hassan%20el-asmar/senin/Aghanyna.CoM_el_wad_da_aih.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-8-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d9%84%d9%88%d8%a7%d8%af-%d8%af%d9%87-%d8%a7%d9%8a%d9%87/
1190,,,,,https://music.egonair.com/hassan%20el-asmar/senin/Aghanyna.CoM_donia_aih.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-8-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%af%d9%86%d9%8a%d8%a7-%d8%a7%d9%8a%d9%87/
1191,,,,,https://music.egonair.com/hassan%20el-asmar/senin/Aghanyna.CoM_aino_fi_aini.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-8-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b9%d9%8a%d9%86%d9%89-%d9%81%d9%89-%d8%b9%d9%8a%d9%86%d9%87/
1192,,,,,https://music.egonair.com/hassan%20el-asmar/omari/Aghanyna.CoM_ah-yazalem.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d9%87-%d9%8a%d8%a7-%d8%b8%d8%a7%d9%84%d9%85/
1193,,,,,https://music.egonair.com/hassan%20el-asmar/omari/Aghanyna.CoM_chovo-habibie.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b4%d9%88%d9%81%d9%88%d8%a7-%d8%ad%d8%a8%d9%8a%d8%a8%d9%8a/
1194,,,,,https://music.egonair.com/hassan%20el-asmar/omari/Aghanyna.CoM_garhuni.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%ac%d8%b1%d8%ad%d9%88%d9%86%d9%8a-%d9%88%d9%82%d9%81%d9%84%d9%88%d8%a7-%d8%a7%d9%84%d8%a7%d8%ac%d8%b2%d8%ae%d8%a7%d9%86%d8%a7%d8%aa/
1195,,,,,https://music.egonair.com/hassan%20el-asmar/omari/Aghanyna.CoM_hobak-kedah.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%ad%d8%a8%d9%83-%d9%83%d8%af%d9%87/
1196,,,,,https://music.egonair.com/hassan%20el-asmar/omari/Aghanyna.CoM_hpina.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%ad%d8%a8%d9%8a%d9%86%d8%a7/
1197,,,,,https://music.egonair.com/hassan%20el-asmar/omari/Aghanyna.CoM_omari.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b9%d9%85%d8%b1%d9%8a/
1198,,,,,https://music.egonair.com/hassan%20el-asmar/omari/Aghanyna.CoM_seboh.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b3%d9%8a%d8%a8%d9%87/
1199,,,,,https://music.egonair.com/hassan%20el-asmar/omari/Aghanyna.CoM_yale-vi_bali.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%8a%d8%a7%d9%84%d9%84%d9%8a-%d9%81%d9%89-%d8%a8%d8%a7%d9%84%d9%89/
1200,,,,,https://music.egonair.com/hassan%20el-asmar/Sa2loni/Aghanyna.CoM-A3mlk%20Eyh.mp3,https://aghanyna.net/wp-content/uploads/2020/05/??????-???-??????-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d8%b9%d9%85%d9%84%d9%83-%d8%a7%d9%8a%d9%87/
1201,,,,,https://music.egonair.com/hassan%20el-asmar/Sa2loni/Aghanyna.CoM-Bayn%203lek.mp3,https://aghanyna.net/wp-content/uploads/2020/05/??????-???-??????-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a8%d8%a7%d9%8a%d9%86-%d8%b9%d9%84%d9%8a%d9%83/
1202,,,,,https://music.egonair.com/hassan%20el-asmar/Sa2loni/Aghanyna.CoM-Ent%20Ylli.mp3,https://aghanyna.net/wp-content/uploads/2020/05/??????-???-??????-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d9%86%d8%aa-%d9%8a%d8%a7%d9%84%d9%84%d9%8a/
1203,,,,,https://music.egonair.com/hassan%20el-asmar/Sa2loni/Aghanyna.CoM-La%20ya%20albi.mp3,https://aghanyna.net/wp-content/uploads/2020/05/??????-???-??????-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%84%d8%a7-%d9%8a%d8%a7-%d9%82%d9%84%d8%a8%d9%8a/
1204,,,,,https://music.egonair.com/hassan%20el-asmar/Sa2loni/Aghanyna.CoM-Sa2loni.mp3,https://aghanyna.net/wp-content/uploads/2020/05/??????-???-??????-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b3%d8%a3%d9%84%d9%88%d9%86%d9%8a/
1205,,,,,https://music.egonair.com/hassan%20el-asmar/Sa2loni/Aghanyna.CoM-Sa7bk%202ali.mp3,https://aghanyna.net/wp-content/uploads/2020/05/??????-???-??????-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b5%d8%a7%d8%ad%d8%a8%d9%83-%d9%82%d8%a7%d9%84%d9%89/
1206,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_2ol_ya_rab_.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%82%d9%88%d9%84-%d9%8a%d8%a7-%d8%b1%d8%a8/
1207,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_2olloh.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%82%d9%88%d9%84%d9%88%d9%84%d9%88%d8%a7/
1208,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_ba7ebo.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a8%d8%ad%d8%a8%d9%87/
1209,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_ella_7abib_allah_.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d9%84%d8%a7-%d8%ad%d8%a8%d9%8a%d8%a8-%d8%a7%d9%84%d9%84%d9%87/
1210,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_howa_enta_menhom.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%87%d9%88-%d8%a7%d9%86%d8%aa-%d9%85%d9%86%d9%87%d9%85/
1211,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_lama_zamany.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%84%d9%85%d8%a7-%d8%b2%d9%85%d8%a7%d9%86%d9%8a/
1212,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_magrou7.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d8%ac%d8%b1%d9%88%d8%ad/
1213,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_mazloum.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d8%b8%d9%84%d9%88%d9%85/
1214,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_sayad.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b5%d9%8a%d8%a7%d8%af/
1215,,,,,https://music.egonair.com/hassan%20el-asmar/2olloh/Aghanyna.CoM_toht.mp3,https://aghanyna.net/wp-content/uploads/2020/05/hqdefault-7-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%aa%d9%87%d8%aa/
1216,,,,,https://music.egonair.com/hassan%20el-asmar/halwyat/Aghanyna.CoM_3aeq_wraeq.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-6-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b9%d8%a7%d9%8a%d9%82-%d9%88%d8%b1%d8%a7%d9%8a%d9%82/
1217,,,,,https://music.egonair.com/hassan%20el-asmar/halwyat/Aghanyna.CoM_ainy_alhawa.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-6-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b9%d9%8a%d9%86%d9%8a-%d8%b9-%d8%a7%d9%84%d9%87%d9%88%d9%8a/
1218,,,,,https://music.egonair.com/hassan%20el-asmar/halwyat/Aghanyna.CoM_halwyat.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-6-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%ad%d9%84%d9%88%d9%8a%d8%a7%d8%aa/
1219,,,,,https://music.egonair.com/hassan%20el-asmar/halwyat/Aghanyna.CoM_mahrajan.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-6-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d9%87%d8%b1%d8%ac%d8%a7%d9%86/
1220,,,,,https://music.egonair.com/hassan%20el-asmar/halwyat/Aghanyna.CoM_mawal_alam_el_hozoz.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-6-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d9%88%d8%a7%d9%84-%d9%82%d9%84%d9%85-%d9%85%d8%ad%d8%b8%d9%88%d8%b8/
1221,,,,,https://music.egonair.com/hassan%20el-asmar/halwyat/Aghanyna.CoM_soq_el_sohab.mp3,https://aghanyna.net/wp-content/uploads/2020/05/index-6-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d9%88%d8%a7%d9%84-%d8%b3%d9%88%d9%82-%d8%a7%d9%84%d8%b5%d8%ad%d8%a7%d8%a8/
1222,,,,,https://music.egonair.com/hassan%20el-asmar/tajer_el_sabr/Aghanyna.CoM_alemnah_el_hob.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hasan-Al-Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%b9%d9%84%d9%85%d9%86%d8%a7%d9%87-%d8%a7%d9%84%d8%ad%d8%a8/
1223,,,,,https://music.egonair.com/hassan%20el-asmar/tajer_el_sabr/Aghanyna.CoM_el_atr_rawa7.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hasan-Al-Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%a7%d9%84%d9%82%d8%b7%d8%b1-%d8%b1%d9%88%d8%ad/
1224,,,,,https://music.egonair.com/hassan%20el-asmar/tajer_el_sabr/Aghanyna.CoM_hayarteny.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hasan-Al-Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d8%ad%d9%8a%d8%b1%d8%aa%d9%8a%d9%86%d9%8a/
1225,,,,,https://music.egonair.com/hassan%20el-asmar/tajer_el_sabr/Aghanyna.CoM_kattar_kherak.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hasan-Al-Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%83%d8%aa%d8%b1-%d8%ae%d9%8a%d8%b1%d9%83/
1226,,,,,https://music.egonair.com/hassan%20el-asmar/tajer_el_sabr/Aghanyna.CoM_kefaya.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hasan-Al-Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%83%d9%81%d8%a7%d9%8a%d9%87/
1227,,,,,https://music.egonair.com/hassan%20el-asmar/tajer_el_sabr/Aghanyna.CoM_mawal_wala_yoom.mp3,https://aghanyna.net/wp-content/uploads/2020/05/Hasan-Al-Asmar-85x85.jpg,https://aghanyna.net/songs/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d9%85%d8%b1-%d9%85%d9%88%d8%a7%d9%84-%d9%88%d9%84%d8%a7-%d9%8a%d9%88%d9%85/
